x,y
17.144755693725813,80.40782791182257
20.024111184943127,66.94596027557155
28.470644955018283,79.1608300988289
17.203911537923837,76.65965609458246
11.524895353755374,81.32281388471904
18.477926330778867,71.73629682593025
3.408964117889127,89.44842105966652
29.49743564876683,87.26134747980751
-0.7581190279111247,94.8007469220772
20.578599491325956,81.06655993045234
9.512091577058667,70.62576780254436
28.406330901234405,72.7096178293316
14.054782057626873,89.32167329815027
15.126337769173443,65.32406042019404
18.1988350122421,85.04763315812166
18.434563851244167,80.9201341747905
29.750991268187292,84.90021907340699
24.791925993884387,97.34935108585114
17.28086315054229,92.36900690580308
12.928489343124646,72.30333038612893
3.927232340275676,84.95136694225671
12.901906820677265,76.61621350326895
17.065352185677366,78.31236964823904
28.611929321172415,91.68193802921402
28.090525910976204,89.83080662282555
25.81859260920946,108.40263272695117
24.65705595947315,82.22429311589867
19.628459221304894,89.6385285418021
31.427520248964214,68.74501006977114
26.12002881736665,72.37202927578456
18.764676076561393,96.23377588226793
28.984135896394378,70.73746761628294
28.406624768244626,101.02488888858497
11.411880956416498,87.84852369083107
32.147086624566356,84.84824350954179
28.93523282170875,89.78370336919335
8.947104025817277,75.78539242628979
25.112695492596394,80.88705729387434
19.851123140756652,74.3974239457721
18.947212212291596,83.55187979272071
10.675051618848991,73.47903305132498
19.569666253145968,79.24161980377404
28.099778046128115,82.83829738700416
0.20339342516339443,87.22348572566506
21.88208595031098,79.43115133869254
14.286949553574628,89.5883092776123
16.590287120509522,81.33043428833845
21.177424811005856,85.5577643513595
9.45268305045289,83.40773015537003
32.786345759525055,84.57341235606941
68.77794205670867,74.10030888380919
80.93364041467942,98.2061979977037
102.39878231109876,70.823535159918
74.37170900403588,81.65965916593115
79.17535267874709,83.64047236978789
91.99417573434593,70.8084618429047
63.465647855071694,69.18408605699503
86.67420112595016,76.85894085485003
86.69097962707563,97.0829112757978
88.32145930707243,76.78984169054195
80.56654844445653,69.55851392507103
76.61605301409509,75.78659317036605
73.4872289351191,81.43230175528366
65.12651579359863,67.70987387838136
81.51924089915643,68.51263372238377
70.85045606096133,91.17779164529999
93.03132007069343,90.38800208178131
97.89484501201275,83.90853271613706
90.14470495415804,72.7768082240264
83.128958987771,72.3096106498696
95.08791987282179,88.29958873106342
76.64495113577026,81.12668122413233
67.17753572824427,64.37497093751796
100.92495099324427,80.14903859343187
80.6656394320409,66.42997476988538
89.32975240571156,79.18186751476992
89.1451098421647,81.30075053279585
74.25253516164872,92.32182913765314
76.22733369289132,86.82327117104958
79.14240829428493,90.55267767933057
80.4395988207093,77.53811970611288
77.92648767589895,82.92309753982099
75.70786684963649,81.39473980917721
71.40130910215701,73.52769274771082
75.70570992473858,64.92089627876763
91.2941296036954,73.34568140361343
68.7594162847569,72.4058759952297
84.0043552345918,81.8565739482047
80.14016162928638,96.68716671314351
82.53764372194999,78.77997518321995
76.5280139120028,73.58827246754892
72.67273900068443,58.970367419555785
90.66707755128401,92.41762684094704
82.54853482422729,81.13423100734451
79.37651500195925,90.57649528765603
53.53342828234525,67.59559697622372
88.73032138559971,75.61085698429943
83.70138980828803,83.25282155735223
70.6223193729921,89.08926321181079
79.00161602930251,80.45756550255835
62.00044317908367,48.696158704369104
58.58667581764677,34.58007956875696
35.05510712011867,39.64474621139276
68.59610631739386,40.72644053419027
50.30226190515283,41.805792924664125
39.55613485751557,34.987564437323066
29.36080369427681,52.475300844475136
50.96282996688143,38.72500475171894
54.795298300504676,35.6945659334858
49.6579252986687,31.547043060111474
47.25786809527474,36.452900647652335
63.45431994704549,46.32329340839218
54.34427987315665,40.94832538490008
60.283312131009446,45.48218172325121
51.434190330228006,41.85244060693232
60.30904484238316,42.78260912585525
46.48488156818759,40.2845692156924
55.20299180518263,45.16228556602887
65.8115368855709,46.49121773391197
42.372180554849585,40.848323215506305
43.567675717800086,37.123505514544604
53.01308234086642,38.26521836630748
53.02171476122544,39.119539018903446
36.19530708474465,33.24508258177163
40.59231582462894,39.82295827996633
57.80083965958655,30.628113262824925
47.76239071574578,37.25530541508751
50.61996130573301,36.72128528383794
39.982259992083215,36.26902232532229
46.140030037501866,42.266584710336446
58.21846870677813,42.63511810626673
49.13704001852972,39.1573505659927
58.78193180557038,51.666577099383886
56.42674736109438,45.1107704184033
48.24189458200943,44.395022653709006
58.80347508151118,36.589899593624914
55.75251658397703,37.35918316328938
67.12253422578118,31.622174050236076
61.99148028053516,46.62203801965194
56.69364605485137,50.887508205589256
43.091408590668046,40.31225909381754
36.82043107336555,32.93758164045985
36.39763715493635,41.7764373293781
54.21423674807082,37.88809106648667
62.35612112677444,40.94822074476709
50.493688842869815,29.51697687402931
46.19817960746631,34.21696486810131
64.63751363579355,45.06587057177409
51.81809434289274,42.68555041480486
46.77605708124582,43.64271086589118
