x,y
39.46128942374934,87.59501656942125
35.719304979798295,82.7624920943327
41.37798661652568,76.53659193150455
32.65506422468181,74.69995870420836
37.37062413885943,87.33577775205326
38.34197609451565,79.16043413606256
28.97642060051438,83.79897953405666
30.744339559153566,78.95689134073453
39.49562264638533,79.75889182202663
39.6859576685314,79.08312704053921
39.76793325849732,86.41515387354316
23.974482677122527,83.42381577745482
23.59347103652957,82.53913588021639
31.941844620405877,82.08072987894303
49.04850571786615,80.71478476225722
35.87922855825026,79.69186216829803
31.846222046737395,78.42596627204831
44.277727701850814,83.30528716733569
35.8014537494227,74.52565755220472
27.885752265184387,78.26322868156387
33.16170073238795,86.79180596724646
25.568558162461187,78.50970549911482
38.77411046588939,79.59958546704888
43.906122890811375,82.4734064954986
38.263147299923155,86.86663205989066
36.187518970202575,75.35617119576875
37.97100713270579,74.71859695997817
29.335328343358594,81.01127533450199
37.48713936394792,76.60874546049989
33.77882740581537,79.88993766475974
40.20340758981919,70.49815154267787
33.66464483215158,74.8803179037141
31.613581569074686,81.07534023504196
31.641960884924192,77.36650898677576
48.12807222892327,77.37782509728642
29.415996799245548,82.73526398787472
39.681267862733016,80.59365962884314
32.16908808125886,68.47338788286923
32.47326539258651,83.59995569342982
30.667913573490402,73.57747720190044
41.98515557215388,86.78489393834138
30.69039012853069,82.42343138991929
34.42421828401756,78.71942292834872
35.052683487235974,86.77313153417185
32.40191820002905,90.37975290193465
33.752143711518904,83.3344009967859
46.218297253641104,74.93140148781029
32.585017005585186,80.98297534542178
23.155099124842238,81.05436585019118
30.392095886833296,72.23805646781248
54.44682663983901,80.63855905263515
62.25222808884551,75.85408718320116
71.4015563661959,77.49762794293007
68.4629531399247,83.43812975526674
64.4208590910241,87.67276496460656
57.30760027671309,74.81379235475701
58.11662828893254,74.29516519427082
57.83806816907346,82.93032980633564
67.90329914705907,76.39809003868189
51.57646792420629,81.56848723512087
70.67919789830647,82.85408335898622
59.939773815733645,84.5574361389275
58.5445670490488,78.48850080191599
62.81228127316536,69.54038877024658
63.657817773736554,78.10829062729998
61.04046841726083,75.11084414177985
60.73442225134013,77.48778034918548
62.54774686309702,85.56866234721353
67.70277765489968,76.64887886900877
68.43120137537754,78.22779910613123
54.115375543710066,88.17956937673858
59.052361088534504,94.64830446716188
60.17144302673051,85.12481772331209
58.33045034649714,84.13183923743554
58.08937317208435,73.97638735161944
64.86398624267936,85.51965549238531
61.54337630724339,82.0540445949359
62.28378400275504,74.18352061825571
58.20148207281432,76.44436965675949
55.76172544358969,76.11155802705869
66.05819333174406,76.49259426369979
52.2743260376365,82.58393175243577
63.41548841585136,77.92800253372776
61.78091867430487,77.19207602873901
59.40765349939074,81.71858516311018
59.36699684437011,88.73761043192133
58.22839863858812,82.69949938507513
68.11317239017042,77.52401312805516
62.43907382488296,82.3150844954845
54.39005381132785,81.18688149667162
53.64094166020191,77.04068386369744
58.783988424787864,83.27585264167446
57.16679361142138,80.47255999571424
63.153714898848115,85.91706286601746
59.354133553315954,78.89195776209131
64.15426300509372,76.11615519381826
55.23131139229537,80.28169472120602
62.301035527194784,81.81236337400131
68.30417701529171,82.1517894677178
56.17979876095741,80.30803843132963
49.64743227444807,71.4784764153792
45.71539637295496,66.9533738534847
46.31643611700324,67.60278359715507
50.22407268078912,58.07758641895877
55.32934994748806,64.88334467819938
59.4060601920564,75.46659599443964
50.21034659266704,69.02995999076416
45.375037193111424,58.04080496510476
39.620748739109835,65.29599573725581
44.28946088514202,69.10259726943971
55.047549845223315,69.63950009517184
51.28850953073663,61.88542852708307
51.71352566636171,63.69698542289795
45.612398925929654,68.30117893098647
48.71524991365109,75.22368765076273
52.27176339532001,57.22582383077214
51.42025625399214,53.00819708083203
51.443377147133084,66.73414566616724
51.944210229490814,61.15583176332188
54.44093628461148,61.151397683843335
42.48976955621731,56.572586783101144
48.82659550055283,60.943715955644414
45.30795784711002,68.19726836072878
52.13875299903799,71.02421147069624
47.630965127272326,71.60064274264008
49.64908387209496,75.25826518443394
56.92023846568365,66.61206291616142
46.975947006200435,73.41764077229632
53.49115777901219,60.59476371878124
47.20673712133201,65.41284967954745
49.118556246878384,67.26787792744122
51.07233960695955,68.32661313659645
55.15728660831549,60.450495076332906
45.763416146885646,61.9651890507471
41.06552513297687,63.491661327785266
46.13797536352798,70.58400349975204
39.92414021527647,66.73430184753825
58.1540570512868,67.691265167962
55.71759594259561,70.62659774838212
55.17313650004447,74.30424583366926
55.242757278898345,59.81538050817975
53.166671819069784,61.09554322307824
53.76746872387037,62.310407458053405
45.60257287105502,64.51233882575181
63.584732469590634,75.1370076414354
54.15201883497987,65.90468030534582
46.27282720271687,60.02563700906511
46.0613583343611,59.383972443237205
50.252655512934886,71.03163877531077
48.800370207546145,68.22311601507558
